,country,unmatched_forecast,forecast_freq,unmatched_sit,sit_freq
1242,,,,Ameles (2035N/0246E),2.0
1243,,,,W. Amded (2249N/0424E),2.0
1244,,,,Tin Zaouatene (1957N/0258E) as,2.0
1245,,,,Atlas Mountains between El Bayadh (3341N/0102E) and El Oued (3323N/0649E),2.0
1246,,,,Sahara near Adr,2.0
1247,,,,Tin Tarabine (2143N/0804E),2.0
1248,,,,Amenas (2803N/0933E),2.0
1249,,,,m,2.0
1250,,,,the Libyan border near Djanet,2.0
1251,,,,Malian border between Bordj Badji Mokhtar (2119N/0057E) and Timeiaouine (2026N/0148E),2.0
1252,,,,Silet (2240N/0434E),2.0
1253,,,,Silet,2.0
1254,,,,Sahara near Adrar (2753N/0016W),2.0
1255,,,,Wadi Saoura,2.0
1256,,,,Laghouat (3349N/0255E),2.0
1257,,,,Sabkhet El Maleh (2905N/0106W) between Beni Abbes (3011N/0214W) and Adrar (2753N/0017W),2.0
1258,,,,-0741E,2.0
1259,,,,Atlas Mountains between Morocco and Tunisia,2.0
1260,,,,Algeria,2.0
1261,,,,Sahara near Illizi (2630N/0825E),2.0
1262,,,,south near Adrar (2753N/0017W),2.0
1263,,,,north near El Bayadh (3341N/0102E),2.0
1264,,,,20N 03E,2.0
1265,,,,md,2.0
1266,,,,southeast of the Hoggar Mountains near Djanet (2434N/0930E),2.0
1267,,,,of Mali near Timeiaouine (2026N/0148E),2.0
1268,,,,Adr,2.0
1269,,,,Grand Erg Oriental,2.0
1270,,,,Ain Sefra,2.0
1271,,,,Oued Tamanrasset (2158N/0414E),2.0
1272,,,,Moroccan border between Tindouf (2741N/0811W) and Beni Abbes,2.0
1273,,,,Guezzam (1937N/0552E) as,2.0
1274,,,,the Moroccan border near Ain Sefra (3245N/0035W),2.0
1275,,,,Djelfa,2.0
1276,,,,south-,2.0
1277,,,,Sahara near Laghouat (3349N/0243E),2.0
1278,,,,8W,2.0
1279,,,,Bulletin,2.0
1280,,,,Mali between Bordj Badji Mokhtar (2119N/0057E) and Timeiaouine (2026N/0148E),2.0
1281,,,,the Mali border near Tin Zaouatene (1957N/0258E),2.0
1282,,,,Wadi Amded (2250N/0424E),2.0
1283,,,,the Central Sahara near Reggane,2.0
1284,,,,1–18,2.0
1285,,,,Ad,2.0
1286,,,,Salah as,2.0
1287,,,,W. El Botha (2628N/0330E),2.0
1288,,,,Mouydir,2.0
1289,,,,W. Amded,2.0
1290,,,,the Central Sahara near Adrar (2753N/0017W),2.0
1291,,,,Ghardaia (3220N/0340E),2.0
1292,,,,Wadi Tarat (2618N/0919E),2.0
1293,,,,northeast,2.0
1294,,,,Tébessa,2.0
1295,,,,the Malian border near Tin Zaouatene (1957N/0258E),2.0
1296,,,,Adrar N’Ahnet,2.0
1297,,,,MʼSila,2.0
1298,,,,Bymid,2.0
1299,,,,Tlemcen (3452N/0115W),2.0
1300,,,,W. Saoura,1.0
1301,MOROCCO,Western Sahara,46.0,Algerian border,58.0
1302,MOROCCO,Atlas Mountains,25.0,Draa Valley,40.0
1303,MOROCCO,south-west,22.0,Western Sahara,38.0
1304,MOROCCO,Draa Valley,20.0,Figuig (3207N/0113W),29.0
1305,MOROCCO,Mauritania,14.0,Erfoud (3128N/0410W),28.0
1306,MOROCCO,Sahel,13.0,Tata (2944N/0758W),27.0
1307,MOROCCO,Ziz-Ghris,12.0,Guelmim (2859N/1003W),26.0
1308,MOROCCO,Sahara,10.0,Atlas Mountains,26.0
1309,MOROCCO,Adrar Souttouf,8.0,Mauritanian border,25.0
1310,MOROCCO,Oued Draa,7.0,Bir Gandouz (2136N/1628W),21.0
1311,MOROCCO,Draa,6.0,Bouarfa (3232N/0159W),20.0
1312,MOROCCO,south,6.0,Sahara,19.0
1313,MOROCCO,West Africa,5.0,north,19.0
1314,MOROCCO,east,4.0,Tichla (2137N/1453W),18.0
1315,MOROCCO,northwest,4.0,Guelta Zemmur (2508N/1222W),17.0
1316,MOROCCO,Smara,4.0,Oued Draa,15.0
1317,MOROCCO,movesouth,3.0,Laayoune (2708N/1313W),15.0
1318,MOROCCO,north,3.0,Aousserd (2233N/1419W),14.0
1319,MOROCCO,Mali,3.0,B,13.0
1320,MOROCCO,Sahara as,3.0,Bir Anzarane (2353N/1431W),13.0
1321,MOROCCO,north as,3.0,Zagora (3019N/0550W),12.0
1322,MOROCCO,southwest,3.0,south,12.0
1323,MOROCCO,Morocco,3.0,tan (2827N/1109W),12.0
1324,MOROCCO,W. Sakia El Hamra,2.0,Guelta Zemmur (2508N/1223W),11.0
1325,MOROCCO,Tichla,2.0,Bir Gandouz,11.0
1326,MOROCCO,mch,2.0,Haouza (2707N/1112W),11.0
1327,MOROCCO,Mauritanian border,2.0,Zag (2800N/0920W),11.0
1328,MOROCCO,Niger,2.0,Ma’Tallah (2223N/1502W),11.0
1329,MOROCCO,Guelta Zemmur,2.0,northeast,10.0
1330,MOROCCO,North Africa,2.0,Tan,10.0
1331,MOROCCO,Wadi Draa,1.0,Foum El Hassan (2901N/0853W),10.0
1332,MOROCCO,Guelta Zemmour,1.0,Smara (2644N/1140W),10.0
1333,MOROCCO,Algeria,1.0,Bouarfa,10.0
1334,MOROCCO,Erfoud,1.0,Guelmim,10.0
1335,MOROCCO,mst a,1.0,Smara (2644N/1142W),9.0
1336,MOROCCO,Atlas Mountains as,1.0,Awssard (2240N/1410W),9.0
1337,MOROCCO,south as,1.0,Souss Valley,9.0
1338,MOROCCO,Oued Draa as,1.0,Aousserd,8.0
1339,MOROCCO,frommid,1.0,Tichla,8.0
1340,MOROCCO,W. Ziz-Ghris,1.0,Awssard,8.0
1341,MOROCCO,Bir Anzarane,1.0,Adrar Settouf,8.0
1342,MOROCCO,Ziz,1.0,southwest,8.0
1343,MOROCCO,Figuig,1.0,Anti-Atlas Mountains,8.0
1344,MOROCCO,Mediterranean,1.0,Bouarfa (3230N/0159W),8.0
1345,MOROCCO,W. Draa,1.0,Bir Lahlou (2619N/0933W),8.0
1346,MOROCCO,south between Tichla and Laayoune,1.0,south of the Atlas Mountains near Guelmim (2859N/1003W),7.0
1347,MOROCCO,south-east,1.0,Adrar Souttouf,7.0
1348,MOROCCO,Bouarfa as,1.0,tan (2826N/1106W),7.0
1349,MOROCCO,Algerian border,1.0,Dakhla (2342N/1555W),7.0
1350,MOROCCO,north-,1.0,m2,7.0
1351,MOROCCO,Mahbes,1.0,W. Sakia El Hamra,6.0
1352,MOROCCO,Frommid,1.0,Tata,6.0
1353,MOROCCO,Souss Valley,1.0,Algeria,6.0
1354,MOROCCO,Merzouga,1.0,Atlantic coast,6.0
1355,MOROCCO,south-west as,1.0,rst,6.0
1356,MOROCCO,Bouarfa,1.0,southeast,6.0
1357,MOROCCO,locust,1.0,Laayoune (2709N/1311W),6.0
1358,MOROCCO,Sahara between Guelta Zemmur and Oum Dreyga,1.0,Ziz-Ghris Valley,6.0
1359,MOROCCO,Ghris,1.0,Draa,6.0
1360,MOROCCO,Algerian border as,1.0,Sidi Ifni (2924N/1012W),5.0
1361,MOROCCO,Mijek,1.0,Ain Beni Mathar (3400N/0201W),5.0
1362,MOROCCO,Sahara between Tichla and Guelta Zemmur,1.0,Tichla (2135N/1458W),5.0
1363,MOROCCO,Aousserd,1.0,Erfoud,5.0
1364,MOROCCO,Ma’Tallah,1.0,Ouarzazate (3057N/0650W),5.0
1365,MOROCCO,Fask,1.0,Oujda (3441N/0145W),5.0
1366,MOROCCO,mst,1.0,Sahara between Bir Gandouz (2136N/1628W) and Tichla (2137N/1453W),4.0
1367,MOROCCO,mve,1.0,of the Atlas Mountains near Errachidia,4.0
1368,,,,Ksar Chair (2908N/0758W),4.0
1369,,,,md,4.0
1370,,,,Smara,4.0
1371,,,,Western Sahara near Ma’Tallah (2223N/1502W),4.0
1372,,,,Essaouira (3126N/0958W),4.0
1373,,,,Agadir,4.0
1374,,,,Mauritania,4.0
1375,,,,Ziz-Ghris,4.0
1376,,,,Errachidia,4.0
1377,,,,Algerian border between Erfoud (3128N/0410W) and Figuig (3207N/0113W),4.0
1378,,,,Mauritania border,4.0
1379,,,,Assa (2836N/0926W),4.0
1380,,,,W. Sakia El Hamra near Haouza (2707N/1112W),4.0
1381,,,,Oujda,4.0
1382,,,,Figuig,4.0
1383,,,,ﬁ,4.0
1384,,,,Algerian border between Figuig (3207N/0113W) and Erfoud (3128N/0410W),4.0
1385,,,,Dakhla (2343N/1557W),4.0
1386,,,,Guenfouda (3428N/0159W),4.0
1387,,,,Touissit (3429N/0146W),4.0
1388,,,,Atlas,4.0
1389,,,,Sahara between Tichla (2137N/1453W) and Bir Anzarane (2353N/1431W),4.0
1390,,,,Sahara near Bir Lahlou (2619N/0933W),4.0
1391,,,,Sahara near Tichla (2137N/1453W),4.0
1392,,,,Boujdour (2607N/1429W),4.0
1393,,,,Guelta Zemmur,4.0
1394,,,,Smara (2644N/1140W) as,4.0
1395,,,,Agadir (3030N/0940W),4.0
1396,,,,Sahara near Smara (2644N/1140W),4.0
1397,,,,Bourdim (3201N/0312W),4.0
1398,,,,south near Bir Gandouz (2136N/1628W),4.0
1399,,,,sq,4.0
1400,,,,Tan-Tan,4.0
1401,,,,ouarfa (3232N/0159W),4.0
1402,,,,Sahara between Guelta Zemmur (2508N/1222W) and Oum Dreyga (2406N/1316W),3.0
1403,,,,Hamada du Guir,3.0
1404,,,,sq mtre,3.0
1405,,,,Tichla (2138N/1453W),3.0
1406,,,,the Mauritanian border near Ikniouen (2120N/1523W),3.0
1407,,,,of the Atlas Mountains near Ouarzazate (3057N/0650W),3.0
1408,,,,Algerian border between Zagora (3019N/0550W) and Figuig (3207N/0113W),3.0
1409,,,,Taza (3416N/0401W),3.0
1410,,,,Al Mahbes (2724N/0904W),3.0
1411,,,,Errachidia (3154N/0425W),3.0
1412,,,,Souss-Massa,3.0
1413,,,,Anti-Atlas,3.0
1414,,,,Bir Guendouz (2123N/1634W),2.0
1415,,,,El Hassane (2859N/0855W),2.0
1416,,,,Gueltat Zemmour,2.0
1417,,,,Oued Tafraout (3150N/0440W),2.0
1418,,,,Saguia Hamra,2.0
1419,,,,south of the Atlas Mountains near Tan,2.0
1420,,,,Middle Atlas,2.0
1421,,,,Ouarzazate Province,2.0
1422,,,,Tata (2947N/0800W),2.0
1423,,,,W. Jalwa (2152N/1543W),2.0
1424,,,,Merzouga (3102N/0400W),2.0
1425,,,,the Draa Valley near Assa (2834N/0927W),2.0
1426,,,,Tata (2944N/0758W) as,2.0
1427,,,,south-west,2.0
1428,,,,Missour (3303N/0400W),2.0
1429,,,,Goulimime,2.0
1430,,,,Bir Guendouz (2136N/1617W),2.0
1431,,,,Aît Ali Ouhassou,2.0
1432,,,,Marrakech (3149N/0800W),2.0
1433,,,,Fask,2.0
1434,,,,Tiniguir (2336N/1544W),2.0
1435,,,,north near Galtat Zemmour,2.0
1436,,,,north as Tbarkallah (2251N/1616W),2.0
1437,,,,west,2.0
1438,,,,Guelmim (2859N/1004W),2.0
1439,,,,Western Sahara near Guelta Zemmur (2508N/1222W),2.0
1440,,,,W. Draa between Assa (2836N/0926W) and Zag (2800N/0920W),2.0
1441,,,,Laktit Rhiate,2.0
1442,,,,north near Agadir (3030N/0940W),2.0
1443,,,,the Middle Atlas near El Brouj (3243N/0405W),2.0
1444,,,,southwest near Tichla (2135N/1458W),2.0
1445,,,,Oujda between Touissit (3429N/0146W) and Guenfouda (3428N/0159W),2.0
1446,,,,Ma’Tallah,2.0
1447,,,,east,2.0
1448,,,,Guelbeddine (2155N/1441W),2.0
1449,,,,the Draa Valley near Foum Zguid (3005N/0652W),2.0
1450,,,,Aousard,2.0
1451,,,,Lafreina (2653N/1111W),2.0
1452,,,,Tata (2944N/0756W),2.0
1453,,,,Foum,2.0
1454,,,,southwest of the Anti-Atlas Mountains near Guelmim (2859N/1003W),2.0
1455,,,,Wadis Drâa,2.0
1456,,,,of Western Sahara near Bir Anzarane (2353N/1431W),2.0
1457,,,,Bouarfa (3232N/0159W) as,2.0
1458,,,,Oum Dreyga (2416N/1325W) as,2.0
1459,,,,Bir Guendouz (2124N/1634W),2.0
1460,,,,Algerian border between Assa (2836N/0926W) and Zagora (3019N/0550W),2.0
1461,,,,Chichawa (3135N/0847W),2.0
1462,,,,Bouar,2.0
1463,,,,Ksar Chair (2907N/0759W),2.0
1464,,,,Dayat El Khadra (2119N/1609W),2.0
1465,,,,Saﬁ,2.0
1466,,,,sq m,2.0
1467,,,,mny,2.0
1468,,,,Fydat Albagra (2957N/0628W),2.0
1469,,,,Wadi Saguia Al Hamra,2.0
1470,,,,Msied (2801N/1049W),2.0
1471,,,,Ziz Valley,2.0
1472,,,,Boujdour,2.0
1473,,,,Tiznit,2.0
1474,,,,Zag (2801N/0918W),2.0
1475,,,,Khamlia (3102N/0359W),2.0
1476,,,,El Mahbas (2725N/0910W),2.0
1477,,,,Agwanit (2212N/1309W),2.0
1478,,,,Maader Ougalid (2903N/0937W),2.0
1479,,,,Chyarate (2157N/1631W),2.0
1480,,,,Sahara near Laayoune (2708N/1313W),2.0
1481,,,,Algerian border between Bouanane (3202N/0303W) and Figuig (3207N/0113W),2.0
1482,,,,Zag (2801N/0920W),2.0
1483,,,,north of the Atlas near Essaouira (3126N/0958W),2.0
1484,,,,the Haut Atlas near Beni Mathar (3400N/0201W),2.0
1485,,,,Morocco,2.0
1486,,,,south of the Atlas Mountains near Boumalne (3059N/0532W),2.0
1487,,,,W. Draa,2.0
1488,,,,mst,2.0
1489,,,,Atlas Mountains between Errachidia (3154N/0425W) and Bouarfa (3232N/0159W),2.0
1490,,,,Inmid,2.0
1491,,,,km,2.0
1492,,,,Sahara near Aousserd (2233N/1419W),2.0
1493,,,,Taroudant (3031N/0855W),2.0
1494,,,,of the Atlas Mountains near Goulmima (3102N/0500W),2.0
1495,,,,Sahara near Ma’Tallah (2223N/1502W),2.0
1496,,,,Atlas Mountains between Ouarzazate and Errachidia,2.0
1497,,,,Oued Draa near Guelmim (2859N/1003W),2.0
1498,,,,southwest near Bir Gandouz,2.0
1499,,,,Sahara near Bir Gandouz,2.0
1500,,,,the Atlantic coast near Saﬁ (3218N/0914W),2.0
1501,,,,Oum Dreyga (2406N/1316W),2.0
1502,,,,Irhrem,2.0
1503,,,,Atlas Mountains between Tan-Tan and Errachidia,2.0
1504,,,,Mahbes (2659N/0849W),2.0
1505,,,,Bir Guendouz,2.0
1506,,,,Aguejguel (2925N/0901W),2.0
1507,,,,Assa-Zag,2.0
1508,,,,the Draa Valley near Ksair Chair (2907N/0759W),2.0
1509,,,,of the Atlas near Midelt (3241N/0443W),2.0
1510,,,,Dayt Maader Basin (3045N/0446W),2.0
1511,,,,Ait Ouassaih (3244N/0820W),2.0
1512,,,,El Khraoua (3100N/0410W),2.0
1513,,,,north between Bir Anzarane (2353N/1431W) and Oum Dreyga (2406N/1316W),2.0
1514,,,,El Foussi (2920N/0817W),2.0
1515,,,,Boulaadam (2907N/0802W),2.0
1516,,,,Guelta Zemmour (2508N/1223W),2.0
1517,,,,of the Atlas Mountains near Figuig (3207N/0113W),2.0
1518,,,,the Atlas Mountains near Midelt (3241N/0443W),2.0
1519,,,,Adrar Settouf between Aousserd (2233N/1419W) and Bir Gandouz (2136N/1628W),2.0
1520,,,,south-west near Bir Guendouz,2.0
1521,,,,High Atlas,2.0
1522,,,,Bir Gandouz ﬂ,2.0
1523,,,,Sahara near Bir Anzarane (2353N/1431W),2.0
1524,,,,Sahara near Boujdour (2607N/1429W),2.0
1525,,,,Saquia Al Hamra,2.0
1526,,,,Gueltat Zemmour (2436N/1246W),2.0
1527,,,,the Atlantic coast near Tan-tan,2.0
1528,,,,W. Sakia Al Hamra,2.0
1529,,,,uarfa (3232N/0159W),2.0
1530,,,,Fask (2859N/0950W),2.0
1531,,,,uig (3207N/0113W),2.0
1532,,,,Sahara near Oum Dreyga (2406N/1316W),2.0
1533,,,,Draa Valley between Foum Zguid (3005N/0652W) and Foum El Hassan (2901N/0853W),2.0
1534,,,,Sahara near Bir Gandouz (2136N/1628W),2.0
1535,,,,Atlas Mountains between Zagora (3019N/0550W) and Bouarfa (3232N/0159W),2.0
1536,,,,Bour Khamlia,2.0
1537,,,,the Mauritanian border near Afuidich (2119N/1528W),2.0
1538,,,,Oujda (3440N/0155W),2.0
1539,,,,Ksar Chair,2.0
1540,,,,Bouanane (3202N/0303W),2.0
1541,,,,m,2.0
1542,,,,Bour Khamlia (3030N/0425W),2.0
1543,,,,Sahara between Boucraa (2621N/1250W) and Haouza (2707N/1112W),2.0
1544,,,,W. Draa between Zag (2800N/0920W) and Foum El Hassan (2901N/0853W),2.0
1545,,,,Souss Valleys as,2.0
1546,,,,Oued,2.0
1547,,,,Taychoutine (3053N/0405W),2.0
1548,,,,Errachidia Provinces,2.0
1549,,,,Fig,2.0
1550,,,,Bourdime (3201N/0312W),2.0
1551,,,,0759W,2.0
1552,,,,0600W,2.0
1553,,,,Sahara between Tichla (2137N/1453W) and Aousserd (2233N/1419W),2.0
1554,,,,Ksar Chair (2908N/0759W),2.0
1555,,,,Bymid,2.0
1556,,,,north near Guelta Zemmur (2508N/1222W),2.0
1557,,,,south of the Souss Valley near Tiznit (2941N/0943W),2.0
1558,,,,Bo,2.0
1559,,,,Mehaires (2613N/1109W),2.0
1560,,,,Gleib Houara (2130N/1619W),2.0
1561,,,,Foum Zguid (3005N/0652W),2.0
1562,,,,south of the Atlas Mountains near Wadi Ziz,2.0
1563,,,,south of the Atlas Mountains near Erfoud (3128N/0410W),2.0
1564,,,,Laayoune,2.0
1565,,,,Draa Valley between Tata (2944N/0758W) and Tan,2.0
1566,,,,2908N/ 0759W,2.0
1567,,,,Dakhla,2.0
1568,,,,South,2.0
1569,,,,south of the Atlas Mountains near Guelmim,2.0
1570,,,,Ourzazate (3057N/0650W),2.0
1571,,,,Taltefraout (3146N/0505W),2.0
1572,,,,W. Talghoumt (3059N/0358W),2.0
1573,,,,Algerian border between Foum El Hassan (2901N/0853W) and B,2.0
1574,,,,El Khat (3250N/0227W),2.0
1575,,,,El Jadida (3308N/0835W) as,2.0
1576,,,,Haouza (2635N/1024W),2.0
1577,,,,Upper Plateau,2.0
1578,,,,south of the Atlas Mountains near Bouarfa (3230N/0159W),2.0
1579,,,,the Hamada du Draa near Farcia (2644N/0950W),2.0
1580,,,,Atlas Mountains between Safi and El Jadida,2.0
1581,,,,Atlas Mountains between Zag (2800N/0920W) and Zagora (3019N/0550W) as,2.0
1582,,,,Foum Zguid,2.0
1583,,,,ﬁ rst,2.0
1584,,,,the Ziz-Ghris Valley near Erfoud (3128N/0410W),2.0
1585,,,,Tinjdade,2.0
1586,,,,Techla,2.0
1587,,,,Merzouga,2.0
1588,,,,Boujrad (3206N/0308W),2.0
1589,,,,Haut Atlas,2.0
1590,,,,Bir Anzarane (2353N/1431W) as,2.0
1591,,,,southwest of Aousserd near Ma’Tallah (2223N/1502W),2.0
1592,,,,Aerial,2.0
1593,,,,the Draa Valley near Zag (2800N/0920W),2.0
1594,,,,Khamlia El Khraoua (3100N/0410W),2.0
1595,,,,Atlas Mountains between Guelmine (2859N/1003W) and Erfoud (3128N/0410W) as,2.0
1596,,,,Jerada,2.0
1597,,,,Atlas Mountains between Errachidia (3154N/0425W) and Ouarzazate (3057N/0650W),2.0
1598,,,,Sahara near Smara (2644N/1142W),2.0
1599,,,,Talekhnaﬁ,2.0
1600,,,,W. Ziz-Ghris near Erfoud (3128N/0410W),2.0
1601,,,,Goulmima (3102N/0500W),2.0
1602,,,,north of Bo uarfa (3232N/0159W) near Naama (3318N/0200W),2.0
1603,,,,Wadi Ziz,2.0
1604,,,,Goulimime (2856N/1004W),2.0
1605,,,,Fzou (3055N/0505W),2.0
1606,,,,south of the Atlas Mountains near Merzouga (3105N/0400W),2.0
1607,,,,Sahara between Dakhla (2342N/1555W) and Bir Anzarane (2353N/1431W),2.0
1608,,,,0501W,2.0
1609,LIBYA,Ghat,16.0,G,18.0
1610,LIBYA,Ghadames,9.0,Al Hamada Al Hamra,8.0
1611,LIBYA,Sahel,9.0,Ghat,8.0
1612,LIBYA,north-west,4.0,Algerian border,7.0
1613,LIBYA,West Africa,3.0,Ghadames (3010N/0930E),6.0
1614,LIBYA,Sabha,3.0,rst,6.0
1615,LIBYA,ow,2.0,south,4.0
1616,LIBYA,southwest near Ghat,2.0,Sahel,4.0
1617,LIBYA,Hatchlings,1.0,Ghat (2459N/1011E),4.0
1618,LIBYA,Wadden,1.0,north,4.0
1619,LIBYA,Al Hamada Al Hamra,1.0,Marzuq (2555N/1355E),3.0
1620,LIBYA,interior,1.0,W. Tanzoft,2.0
1621,LIBYA,southwest,1.0,inmid,2.0
1622,LIBYA,Niger border,1.0,Desert Locust,2.0
1623,LIBYA,May. Fledging,1.0,Gh,2.0
1624,LIBYA,Libya,1.0,Tiji (3200N/1120E),2.0
1625,LIBYA,Algerian border as,1.0,Algeria,2.0
1626,,,,Mizda (3127N/1259E),2.0
1627,,,,ﬁ,2.0
1628,,,,west,2.0
1629,,,,ﬁ rst,2.0
1630,,,,t (2459N/1011E),2.0
1631,,,,W. Titaghsin (2531N/1001E),2.0
1632,,,,Bymid,2.0
1633,,,,Jalu (2902N/2134E),2.0
1634,,,,Mizdah (3125N/1302E),2.0
1635,,,,Tmassah (2623N/1547E),2.0
1636,,,,Egyptian border,2.0
1637,,,,Jabal Nefusa as,2.0
1638,,,,Sabha (2704N/1425E),2.0
1639,,,,African Migratory Locust,2.0
1640,,,,Barjouj Agricultural Project (2601N/1258E),2.0
1641,,,,Nalut (3153N/1059E),2.0
1642,,,,Majdol (2550N/1500E),2.0
1643,,,,Oct ober,2.0
1644,,,,Dirj (3009N/1027E),2.0
1645,,,,W. Essyen,2.0
1646,,,,Awbari Sand Sea,2.0
1647,,,,Kufra,2.0
1648,,,,bush,2.0
1649,,,,Al Jagbub (2944N/2431E),2.0
1650,,,,Tahala (2526N/1022E),2.0
1651,,,,Algerian and Tunisian borders,2.0
1652,,,,Gha,2.0
1653,,,,Zawilah (2609N/1507E),2.0
1654,,,,north near Ghadames (3010N/0930E),2.0
1655,,,,Tunisian border between Ghadames (3010N/0930E) and Nalut (3152N/1058E),2.0
1656,TUNISIA,south,3.0,Kebili,8.0
1657,TUNISIA,Sahel,3.0,Tataouine,6.0
1658,TUNISIA,Libya,2.0,Gafsa,4.0
1659,TUNISIA,West Africa,2.0,Tozeur,4.0
1660,TUNISIA,Algerian border,1.0,Kebili (3342N/0858E),4.0
1661,TUNISIA,mch,1.0,Sfax,4.0
1662,TUNISIA,movesouth,1.0,Sidi Bouzid,4.0
1663,TUNISIA,Algeria,1.0,south,3.0
1664,TUNISIA,mst a,1.0,Sfax (3444N/1045E),2.0
1665,TUNISIA,locust,1.0,Tunisia,2.0
1666,,,,Kairouan,2.0
1667,,,,Libyan border,2.0
1668,,,,Kasserine (3510N/0849E),2.0
1669,,,,3340N/ 1001E,2.0
1670,,,,Libyan and Algerian borders,2.0
1671,,,,Kef,2.0
1672,,,,Tataouine (3256N/1027E),2.0
1673,,,,north,2.0
1674,,,,Matmata El Jadida,2.0
1675,,,,Algeria,2.0
1676,,,,Sidi Bouzid (3501N/0930E),2.0
1677,,,,Hezoua (3350N/0734E),2.0
1678,,,,Medenine,2.0
1679,,,,Medenine (3321N/1030E),2.0
1680,,,,Gabes,2.0
1681,,,,Kasserine,2.0
1682,,,,Kairouan (3540N/1006E),2.0
1683,,,,Algerian border,2.0
1684,,,,southwest,2.0
1685,,,,Libya,2.0
1686,,,,Gafsa (3425N/0847E),2.0
1687,,,,Siliana,2.0
1688,,,,Bulletin,2.0
1689,,,,md,2.0
1690,,,,Tozeur (3355N/0808E),2.0
1691,SUDAN,Kassala,52.0,Tokar Delta,92.0
1692,SUDAN,White Nile,35.0,Red Sea coast,80.0
1693,SUDAN,North Darfur,34.0,Eritrean border,60.0
1694,SUDAN,Northern Kordofan,27.0,Egyptian border,59.0
1695,SUDAN,Northern Darfur,27.0,Baiyuda Desert,59.0
1696,SUDAN,Red Sea coast,27.0,Atbara River,55.0
1697,SUDAN,Red Sea,24.0,Red Sea,52.0
1698,SUDAN,North Kordofan,22.0,Wadi Oko,50.0
1699,SUDAN,Darfur,21.0,Dongola (1910N/3027E),49.0
1700,SUDAN,Diib,21.0,Khartoum,48.0
1701,SUDAN,Northern,21.0,Wadi Diib,46.0
1702,SUDAN,Wadi Oko,21.0,Red Sea Hills,46.0
1703,SUDAN,Red Sea Hills,20.0,Port Sudan,40.0
1704,SUDAN,Karora,16.0,Diib,39.0
1705,SUDAN,River Nile,15.0,Abu Hamed (1932N/3320E),39.0
1706,SUDAN,Khartoum,14.0,North Kordofan,37.0
1707,SUDAN,Port Sudan,13.0,White Nile,36.0
1708,SUDAN,West,13.0,Suakin,34.0
1709,SUDAN,Nile Valley,12.0,Tokar,33.0
1710,SUDAN,Atbara River,11.0,Nile Valley,32.0
1711,SUDAN,Kordofan,10.0,north,31.0
1712,SUDAN,Atbara,9.0,Aiterba (1753N/3819E),31.0
1713,SUDAN,south,9.0,Tokar Delta (1827N/3741E),30.0
1714,SUDAN,Suakin,9.0,Atbara (1742N/3400E),30.0
1715,SUDAN,West Darfur,7.0,Tomala,29.0
1716,SUDAN,Wadi Diib,7.0,Tomala (2002N/3551E),29.0
1717,SUDAN,Saudi Arabia,7.0,Kassala (1527N/3623E),29.0
1718,SUDAN,Ethiopia,7.0,Derudeb (1731N/3607E),28.0
1719,SUDAN,Northern States,6.0,Shndi (1641N/3322E),27.0
1720,SUDAN,Eritrea,6.0,Kordofan,24.0
1721,SUDAN,east,6.0,Umm Saiyala (1426N/3112E),24.0
1722,SUDAN,Tokar Delta,6.0,erowe (1830N/3149E),24.0
1723,SUDAN,Eritrean border,6.0,Suakin (1906N/3719E),23.0
1724,SUDAN,Egyptian border,5.0,Kassala,22.0
1725,SUDAN,Nile,5.0,Nile,21.0
1726,SUDAN,White Nile States,5.0,Port Sudan (1938N/3713E),21.0
1727,SUDAN,Dongola,5.0,River Nile,21.0
1728,SUDAN,north,5.0,Northern Kordofan,20.0
1729,SUDAN,Northern Provinces,5.0,Karora (1745N/3820E),20.0
1730,SUDAN,Eastern Region,4.0,Khartoum (1533N/3235E),20.0
1731,SUDAN,River Nile States,4.0,Sodiri (1423N/2906E),20.0
1732,SUDAN,west,4.0,Ed Damer (1734N/3358E),18.0
1733,SUDAN,aboutmid,4.0,ﬁ,18.0
1734,SUDAN,frommid,3.0,Atbara,17.0
1735,SUDAN,Chad,3.0,Merowe (1830N/3149E),17.0
1736,SUDAN,Egypt,3.0,Aqiq,17.0
1737,SUDAN,bymid,3.0,Northern,17.0
1738,SUDAN,Diib as,3.0,M,16.0
1739,SUDAN,West Kordofan,2.0,Tokar (1827N/3741E),16.0
1740,SUDAN,W. Diib,2.0,Ed Dueim (1400N/3220E),16.0
1741,SUDAN,K. Baraka,2.0,Berber (1801N/3400E),15.0
1742,SUDAN,Kassala as,2.0,rst,15.0
1743,SUDAN,Derudeb,2.0,Dongola,15.0
1744,SUDAN,Nile River,2.0,River Nile State,14.0
1745,SUDAN,Oko,2.0,south,14.0
1746,SUDAN,Suﬁ ya,2.0,Adobana (1810N/3816E),13.0
1747,SUDAN,Sudan,2.0,Haiya (1820N/3621E),13.0
1748,SUDAN,md,2.0,Eit (2009N/3706E),13.0
1749,SUDAN,Northern Kordofan States,2.0,md,13.0
1750,SUDAN,of the Red Sea Hills near Derudeb,2.0,Northern Darfur,12.0
1751,SUDAN,Africa,2.0,Wadi Halfa (2147N/3122E),12.0
1752,SUDAN,Abu Hamed,2.0,W. Diib,12.0
1753,SUDAN,Tokar,2.0,Nile River,12.0
1754,SUDAN,River Nile State,2.0,Egypt,11.0
